id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15876545,Sunny home just off Cortland (3 beds/2 full baths),554399,Victor,,Bernal Heights,37.73925,-122.40969,Entire home/apt,218,3,58,8/6/2021,1.1,1,0,10,Pending Application
15903424,"Adorable private ""in-law"" for two",88656778,Lainie & Charlie,,Parkside,37.74522,-122.49018,Entire home/apt,120,2,209,11/1/2021,4.01,1,102,36,STR-0004891
15904098,"316 - Private Room, Clean and New!",93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,40,32,31,6/3/2021,0.55,13,36,2,BAN-1030905
15920878,Great Cozy Home in Sunset District,103297299,Steven,,Parkside,37.74347,-122.48451,Entire home/apt,138,2,129,3/8/2020,2.15,1,0,0,STR-0001802
15929798,First floor suite w/ sleeping and cooking areas,103370502,Barbara,,Excelsior,37.72242,-122.41176,Entire home/apt,125,3,108,6/30/2021,3.56,1,33,3,STR-0001595
15939264,[E] Private Garden Suite,22267913,Henry,,Visitacion Valley,37.71995,-122.40177,Entire home/apt,50,30,17,10/11/2020,0.4,2,247,0,City registration pending
15939487,[F] Private Guest Suite,22267913,Henry,,Visitacion Valley,37.71962,-122.39988,Entire home/apt,50,30,22,4/3/2021,0.43,2,360,1,City registration pending
15957623,3 bed / 2 ba. Top floor/Victorian home; fiber/sec,30075056,Joelle,,Bernal Heights,37.74617,-122.4166,Entire home/apt,230,30,19,7/24/2021,0.4,3,51,5,(BAN) 0479700
15957963,406 - Clean Budget Room with a Perfect Location!,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,67,32,44,3/11/2020,0.78,13,225,0,BAN-1030905
15987415,"Co-Living - Mini Fridge,  Laundry, WiFi, HBO",103884979,Rams,,South of Market,37.77655,-122.41538,Private room,85,1,45,9/19/2021,0.75,10,0,19,License not needed per OSTR
15999597,Haight/Castro Clean Bright 1 BR - 30 day min,6727363,Laura,,Castro/Upper Market,37.76403,-122.4438,Entire home/apt,120,30,13,9/30/2021,0.23,1,309,4,City registration pending
16051031,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78534,-122.40787,Private room,99,1,31,11/17/2020,0.57,25,61,2,License not needed per OSTR
16052484,Luxurious Noe Valley Victorian,55971219,Ronald,,Noe Valley,37.75075,-122.43106,Private room,149,2,98,8/9/2021,2.66,1,120,12,STR-0001865
16052656,Big 3 br Noe Valley Home - Walk to 24th Street!,25707444,Kathryn,,Noe Valley,37.74946,-122.44036,Entire home/apt,595,3,49,11/1/2021,0.83,1,308,9,STR-0002483
16068498,Furn Studio short-term Golden Gate Park USF / UCSF,104680075,Tim,,Haight Ashbury,37.77139,-122.45172,Entire home/apt,93,30,5,2/11/2020,0.09,1,64,0,
16073836,Beautiful traditional house on Ashbury Heights,19861970,Dennis,,Haight Ashbury,37.76474,-122.4447,Entire home/apt,1250,4,70,9/18/2021,1.34,1,74,4,pending
16079346,"Private Room in Historic Edwardian, Great Location",50381482,Monette,,Haight Ashbury,37.76726,-122.44599,Private room,110,30,61,11/21/2019,1.63,1,89,1,STR-0002613
16082636,Fantastic 2 Bedroom in SOMA,48005494,Zeus,,Financial District,37.78639,-122.39838,Entire home/apt,249,30,3,12/27/2017,0.05,44,210,0,
16086843,421 - Private Room With Bath in Union Square,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,90,1,276,11/1/2021,4.95,13,178,29,BAN-1030905
16088064,The Pine Nest- Large Top Flat 5 bed/3bath Nob Hill,75323230,Joe,,Nob Hill,37.79044,-122.41776,Entire home/apt,645,3,117,1/28/2019,2.09,2,131,0,pending
16096747,Stay in the Heart of Fillmore & Japantown,6547664,Tanya,,Western Addition,37.78102,-122.43039,Entire home/apt,171,30,8,10/14/2021,4.8,1,165,8,city registration pending
16125990,Cozy room near Golden Gate Park,81226014,Lynn & Ray,,Outer Sunset,37.75811,-122.48805,Private room,95,1,74,8/12/2021,1.97,4,6,2,STR-0002789
16160696,Dolores Park Oasis w/garage...business ready!,105480603,David,,Castro/Upper Market,37.76152,-122.42649,Entire home/apt,506,30,68,12/13/2019,1.37,1,0,0,City registration pending
16162625,"315 - Clean, Private Room in a Perfect Location!",93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,90,1,247,10/26/2021,4.23,13,180,18,BAN-1030905
16173016,"Cozy, Urban Oasis with Private Garden",105578739,Elizabeth,,Mission,37.76026,-122.40728,Entire home/apt,276,1,244,10/22/2021,9.2,1,0,57,STR-0001794
16176101,401 - Renovated Room. 2 beds. Sleeps up to 4!,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,115,1,198,10/31/2021,3.71,13,0,21,BAN-1030905
16178751,"Private, Quiet Apartment in Heart of the Mission",3470491,Andrew,,Mission,37.75853,-122.41971,Entire home/apt,200,2,27,6/16/2019,0.52,1,0,0,City Registration Pending
16179065,"Fresh, Quiet, Re-Done Stu Apt  Close To Everything",3817487,Bruce/Keith -,,Noe Valley,37.75375,-122.43739,Entire home/apt,110,30,38,8/31/2021,0.65,1,336,5,STR-0000195
16190202,Sunny Bernal Heights Casita with Private Entrance,105724944,Julie,,Bernal Heights,37.74684,-122.40721,Entire home/apt,70,30,39,9/5/2021,0.75,1,268,5,"Since the casita is considered an accessory dwelling unit, the City of San Francisco only allows us to host stays that are 30 days or longer...sorry!"
16204265,Explore Valencia Street from a Clean Room in a Serene Condo,1291823,Koncha,,Mission,37.76156,-122.42059,Private room,112,1,417,10/31/2021,8.1,3,0,56,1081184﻿
16228848,415 - Clean Renovated Room in PERFECT LOCATION,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,90,1,234,10/31/2021,4.21,13,170,29,BAN-1030905
16244433,Stunning Canyon View 1 Bedroom w/ Garage Parking,6703252,Jonathan,,Diamond Heights,37.74218,-122.44032,Entire home/apt,189,3,199,7/24/2021,3.56,1,75,20,STR-0002135
16255081,"424 - Boutique, Unique Hotel Room in Union Square",93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,90,1,225,10/21/2021,3.94,13,174,17,BAN-1030905
16275781,#NAME?,9632192,Lynn,,Castro/Upper Market,37.76523,-122.42976,Entire home/apt,90,30,6,9/30/2018,0.12,12,116,0,
16287044,Brand new renovated 2 br 2bath  fully furnished,106535057,Amy,,Inner Richmond,37.78074,-122.47458,Entire home/apt,140,30,12,10/1/2021,0.34,1,352,4,
16305055,Sunset District Private Studio,106687468,Stephen,,Parkside,37.73875,-122.49095,Entire home/apt,123,3,111,10/27/2021,2.13,1,333,22,STR-0004775
16312844,Friendly Home In San Francisco 2,8859272,Linda,,Lakeshore,37.7248,-122.47402,Private room,50,30,2,9/2/2017,0.06,2,314,0,
16326624,Book-Filled Victorian Condo in Historic Haight Ashbury,392456,Khoi,,Haight Ashbury,37.77016,-122.44396,Entire home/apt,500,7,25,9/3/2021,0.72,1,0,2,STR-0003043
16336782,"Large Studio Near Golden Gate Park, Many Options!",106951010,Renita,,Outer Sunset,37.76404,-122.48881,Entire home/apt,209,2,112,11/1/2021,2.13,1,0,15,City Registration Pending
16348139,Stunning 2-Bedroom Apartment with Rooftop Deck,7610972,Grettel,,Russian Hill,37.80154,-122.4131,Entire home/apt,650,3,21,11/1/2021,3.3,1,0,11,STR-0004801
16362304,Best Master Suite in Town,36381578,Harris,,Outer Richmond,37.78089,-122.50488,Private room,80,3,139,11/1/2021,2.5,3,0,20,STR-0000548
16392395,Studio-Hotel WorldMark-SanFrancisco#9,19139775,Lorie,,Chinatown,37.79092,-122.40604,Entire home/apt,256,31,4,1/12/2018,0.08,2,365,0,
16406043,3 Bedroom Apartment in Upscale Neighborhood,48005494,Zeus,,Nob Hill,37.79614,-122.41962,Entire home/apt,219,30,9,10/1/2021,0.17,44,313,1,
16407735,Mandalay - Spacious & Upscale Zen Getaway,4350837,Servio,,Parkside,37.74286,-122.47479,Entire home/apt,133,2,180,10/17/2021,3.44,2,81,24,STR-0002761
16426353,420 - Clean Hotel Room in PERFECT LOCATION,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,90,1,269,10/25/2021,5.42,13,169,22,BAN-1030905
16427484,Bird´s Nest: Stunning VIEW! central SPACIOUS 6+ppl,166116,Rob,,Haight Ashbury,37.7591,-122.44843,Entire home/apt,316,30,20,9/10/2017,0.35,1,0,0,
16441272,Outer Sunset Cozy Room!,66107483,Tomo,,Outer Sunset,37.74752,-122.5012,Entire home/apt,200,4,37,8/14/2021,0.93,2,84,3,STR-0002570
16442951,"Classy Nob Hill 1BD w patio, next to Ritz Carlton!",103599801,Megan,,Chinatown,37.79241,-122.40667,Entire home/apt,120,30,4,7/10/2021,0.07,1,55,1,
16443034,"Cozy, Comfy and Quiet Private Room",88017947,"Steve ""Tom""",,Nob Hill,37.79292,-122.41631,Private room,50,31,41,1/31/2020,0.78,1,290,0,
16469515,Friendly Home in San Francisco,8859272,Linda,,Lakeshore,37.72491,-122.47399,Private room,40,30,1,3/24/2017,0.02,2,315,0,
16488124,Private Hideaway with view and kitchenette,24053387,Annelise,,Bernal Heights,37.7455,-122.41689,Entire home/apt,150,3,10,11/21/2019,0.36,2,0,0,STR-0003962
16490343,Nob Hill Studio Timeshare Condo - WorldMark,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,195,2,8,1/5/2020,0.17,36,0,0,382559
16497229,Blue Room near Fisherman's Wharf & Financial Dis,19584367,Elisa,,North Beach,37.80451,-122.41351,Private room,47,30,81,10/9/2021,1.4,4,164,3,
16516337,Charming 1912 Inner Sunset Bungalow,3377789,Michelle,,Inner Sunset,37.76105,-122.46546,Entire home/apt,257,5,41,11/4/2019,0.79,1,0,0,STR-0001937
16519220,Balinese Retreat & Hot Tub in Lush Garden/Zen & High Tech,5805679,Laurence,,Castro/Upper Market,37.76214,-122.43973,Entire home/apt,434,3,111,10/18/2021,1.98,20,150,29,STR-0001936
16529602,34 Parkside spacious new Studio w/Private Entrance,35352879,Aaron,,Parkside,37.743,-122.4913,Entire home/apt,60,30,6,6/24/2018,0.16,4,88,0,
16542790,Garden-level Single Room,2513762,Trey,,Western Addition,37.77359,-122.42441,Private room,50,30,134,7/29/2021,3.06,3,119,4,STR-0001711
16553684,2 Br golden gate apartment in super location,108988238,Rafael,,Inner Richmond,37.77474,-122.4563,Entire home/apt,110,30,9,9/15/2021,0.17,1,159,3,
16556338,Large bedroom with spectacular SF Bay views,8676376,Herbert,,Excelsior,37.72546,-122.4202,Private room,37,30,137,10/20/2021,2.5,5,210,1,STR-0001910
16560870,"Large, modern, peaceful studio all to yourself : )",46593391,Steve,,Western Addition,37.76969,-122.42818,Entire home/apt,125,30,3,7/21/2019,0.05,1,158,0,
16569308,Luxury Designer Flat in Pacific Heights,3843691,Amber,,Pacific Heights,37.79161,-122.4368,Entire home/apt,500,30,8,1/2/2018,0.15,2,363,0,
16570444,Designer Room in Luxury Flat @ Pac Heights,3843691,Amber,,Western Addition,37.78418,-122.43768,Private room,200,30,6,6/10/2017,0.16,2,179,0,
16570808,Spacious Shared SF Classic in the Marina,53195251,Rolando,,Marina,37.79943,-122.42656,Private room,45,30,5,7/31/2021,0.26,3,282,1,
16587632,Lovely Telegraph Hill (36a) 1 Br Amazing Views,107141420,Thomas,,North Beach,37.79833,-122.40439,Entire home/apt,110,30,10,8/21/2021,0.38,2,198,4,
16649876,Eclectic Artistic Garden Retreat/Licensed,48785800,Dawn,,Outer Mission,37.73093,-122.4525,Entire home/apt,165,1,188,11/1/2021,3.72,1,0,29,STR-0001969
16652268,Haight-Ashbury Jr one bedroom#4  Wi-Fi kitchen W/D,110078968,Ahmed,,Haight Ashbury,37.77177,-122.44354,Entire home/apt,68,30,17,10/2/2021,0.4,10,260,5,
16661176,"SF Shared Condo, Monthly Stay",9354894,Ray,,South of Market,37.78717,-122.39026,Private room,89,359,1,1/21/2017,0.02,3,0,0,
16678379,"5911 - One Spacious, Cozy Private Room and Bath",9671092,Michelle,,Outer Sunset,37.76424,-122.47961,Private room,71,1,186,10/24/2021,3.36,2,47,15,City Registration Pending
16688334,Russian Hill Quiet and Convenient Hideaway,7731691,Allison,,Russian Hill,37.79713,-122.42298,Entire home/apt,159,4,82,9/3/2021,2.36,1,4,12,STR-0003984
16690768,Modern North Beach 1 Br. w/ Fantastic Views (436),110520207,Thomas,,North Beach,37.7984,-122.4042,Entire home/apt,105,30,12,9/17/2021,0.28,1,37,3,
16700935,"Private, quiet, cozy, fully loaded kitchenette",4244521,Jeff,,Potrero Hill,37.76344,-122.39494,Private room,139,3,208,11/1/2021,7.09,2,217,35,STR-0003109
16710475,Comfy Private Suite with Deck & En Suite Bathroom,14818517,Aliah,,Potrero Hill,37.75959,-122.39714,Private room,129,2,91,10/17/2021,1.62,2,152,10,STR-0000793
16738680,Quiet Modern Loft by Embarcadero/Wharf,111017451,Rick,,North Beach,37.80285,-122.40696,Entire home/apt,146,365,1,3/27/2017,0.02,1,365,0,
16745600,"120M Internet, Gym, in Art Deco Landmark",11417078,David,,Downtown/Civic Center,37.78526,-122.41517,Entire home/apt,58,170,1,3/5/2017,0.02,3,346,0,
16757454,Room in Epic Modern Victorian.,4406171,Elie,,Mission,37.75426,-122.42295,Private room,90,30,3,8/15/2019,0.06,1,53,0,
16778737,31 Parkside newly built studio w/private entrance,35352879,Aaron,,Parkside,37.74289,-122.49003,Private room,63,30,6,5/14/2021,0.15,4,38,1,STR-0001234
16779057,33 Parkside newly built studio w/private entrance,35352879,Aaron,,Parkside,37.74455,-122.48995,Entire home/apt,58,30,8,10/31/2021,0.16,4,0,1,
16779078,301 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,115,1,195,10/27/2021,3.48,13,172,27,BAN-1030905
16797018,"Half Price - SF House on the Hill❤️Views, Luxury",3617002,Sarah & Pankaj,,Potrero Hill,37.76122,-122.40366,Private room,112,1,210,9/30/2021,4.44,7,9,25,STR-0002964
16824774,Sunny Mission Dolores/Noe/Bernal Studio,3554374,Penelope,,Bernal Heights,37.74653,-122.42325,Entire home/apt,128,2,256,10/10/2021,4.74,1,278,22,STR-0001194
16839850,Elegant One Bedroom Edwardian on Nob Hill.,44354824,Laura,,Nob Hill,37.79318,-122.41668,Entire home/apt,100,31,6,10/9/2021,0.45,1,296,2,
16858141,"Easy Parking, TV, Full Kitchen, Desk&Massage Chair",84154713,Sean,,Bayview,37.72735,-122.38966,Private room,37,2,220,9/27/2021,4.07,3,0,17,STR-0001844
16868984,Mission Apprentice Artist 1 Bedroom,112412497,Mary,,Bernal Heights,37.74203,-122.42271,Private room,124,30,4,2/19/2017,0.07,1,87,0,
16897598,Private Two Rooms with Bathroom and Garden.,30348808,Gregory,,Parkside,37.74257,-122.48127,Entire home/apt,149,2,54,2/17/2020,1.01,1,30,0,STR-0002620
16900525,Sunny Mission Victorian with Contemporary Flair,4225463,Scott,,Mission,37.75489,-122.42066,Entire home/apt,299,2,51,10/16/2021,1.73,1,0,12,STR-0004649
16913294,San Francisco Embarcadero Waterfront Quarterly Stay,9354894,Ray,,South of Market,37.78721,-122.39027,Private room,97,61,11,3/15/2020,0.2,3,327,0,
16930151,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78613,-122.40769,Private room,112,1,109,10/7/2021,1.93,54,17,27,365804
16930263,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.7873,-122.40754,Private room,112,1,110,10/17/2021,1.99,54,54,31,365804
16930348,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78616,-122.4098,Private room,112,1,55,6/24/2021,0.98,54,52,6,365804
16930431,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78696,-122.40986,Private room,112,1,80,9/28/2021,1.39,54,40,33,365804
16944002,"Nob Hill Union Square Sanctuary, pool/gym/doorman",2414700,Phil,,Nob Hill,37.79112,-122.41198,Entire home/apt,109,30,25,9/14/2020,0.53,1,286,1,City registration pending
16944449,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.7872,-122.40953,Private room,112,1,108,10/18/2021,1.95,54,35,61,365804
16945037,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78561,-122.40985,Private room,112,1,108,9/26/2021,2.27,54,61,29,365804
16959624,"AMAZING, CHIC & STYLISH SF HOME",331649,Mariam,,Inner Richmond,37.7855,-122.4651,Entire home/apt,350,1,69,1/9/2019,1.63,2,293,0,STR-0002025
16963297,THE BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78691,-122.4098,Private room,112,1,58,9/14/2021,1.08,54,61,8,365804
16972331,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78596,-122.40706,Private room,99,1,39,10/3/2021,0.72,25,61,8,License not needed per OSTR
16972383,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78679,-122.40748,Private room,99,1,62,8/22/2021,1.17,25,55,15,License not needed per OSTR
16972422,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78512,-122.40733,Private room,40,1,50,6/27/2021,0.98,25,0,21,License not needed per OSTR
16986349,Private SOMA Condo + Rooftop views,10407041,Diana,,South of Market,37.77847,-122.40655,Entire home/apt,300,30,30,5/11/2018,0.53,1,180,0,City registration pending
16987679,Residential hotel near Union Square SF room#10,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,70,32,40,8/4/2021,0.7,12,68,4,License not needed per OSTR
17011295,"Chase Center, Oracle Park, Hayes Valley, Valencia",103884979,Rams,,South of Market,37.77628,-122.41507,Private room,60,3,57,10/28/2021,1,10,47,30,License not needed per OSTR
17016281,Residential hotel near Union Square SF room#5,115849,Hiromi,,Downtown/Civic Center,37.7877,-122.41211,Private room,70,32,41,12/7/2019,0.77,12,59,0,License not needed per OSTR
17016637,Gracious room in pine lake park.,106291188,May,,Lakeshore,37.73555,-122.48153,Private room,78,1,220,11/1/2021,3.91,1,236,17,STR-0003264
17041687,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78514,-122.40785,Private room,70,1,39,5/22/2021,0.72,25,0,15,License not needed per OSTR
17042239,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78702,-122.4094,Private room,99,1,34,8/8/2021,0.59,25,42,3,License not needed per OSTR
17107179,BEAUTIFUL 2 Bedroom / 2 bath near GG Park,7089131,Daniel,,Inner Richmond,37.77660402,-122.4653409,Entire home/apt,206,31,0,,,2,55,0,
17107439,Dorm Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78527,-122.40733,Private room,75,1,23,9/6/2019,0.42,25,0,0,License not needed per OSTR
17120944,"Quiet, spacious bedroom with private deck/views.",14003785,Pam,,Pacific Heights,37.78902,-122.44154,Private room,169,4,24,10/25/2021,0.44,3,182,6,STR-0001004
17120964,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78519,-122.4071,Private room,99,1,17,2/17/2020,0.31,25,60,0,License not needed per OSTR
17139721,Chase Center - Oracle Park - Hamilton -Comfortable,103884979,Rams,,South of Market,37.77628,-122.41507,Private room,76,1,52,10/24/2021,0.93,10,176,23,License not needed per OSTR
17157954,Bernal Heights North Slope 2 BR Charmer,1281984,Anita,,Bernal Heights,37.74694,-122.40796,Entire home/apt,235,4,60,9/29/2021,1.41,1,56,6,STR-0001953
17159806,Sunny Two Bedroom House in Lovely Bernal Heights,115416158,Terry,,Bernal Heights,37.74689,-122.41692,Entire home/apt,225,2,64,2/27/2020,1.16,1,0,0,STR-0001861
17188701,Cozy Single Bedroom 2-1,23719876,Yumi,,Nob Hill,37.79011,-122.42138,Private room,60,30,6,6/13/2021,0.21,14,336,1,
17192720,Room R-23 with Bunk Bed for Three,50160697,Ver,,Downtown/Civic Center,37.78602,-122.41434,Private room,105,1,25,6/29/2019,0.5,5,0,0,390024
17207000,Hotel Style Suite - includes breakfast!,115809271,Sarah,,Downtown/Civic Center,37.77786,-122.42292,Entire home/apt,75,2,1,1/10/2019,0.03,4,4,0,168118
17222332,Spacious room in newly remodeled Victorian,40426550,Kagan,,Outer Mission,37.71074,-122.44946,Private room,180,30,5,8/15/2021,0.13,4,365,2,
17225268,Loft w/ High Ceiling Bright & Modern Downtown SF,116004419,Natalie,,South of Market,37.78144,-122.40677,Entire home/apt,139,30,86,9/10/2021,1.68,1,253,3,Approved by government
17267153,Petite Mission - 18th Street - Studio,38836,Bernat,,Mission,37.76142,-122.41853,Entire home/apt,66,30,9,10/4/2021,0.19,29,353,2,
17271591,1BR Suite at Fisherman's Wharf *No Cleaning Fee*,115416167,Mary,,Russian Hill,37.80628,-122.42008,Private room,140,2,58,11/20/2020,1.88,1,0,1,License not needed per OSTR
17287731,Bright & Spacious BR in Noe Valley Home,1097396,Danna,,Noe Valley,37.75308,-122.4381,Private room,100,3,3,9/8/2018,0.06,4,0,0,STR-0002753
17288451,View of Mission Dolores Church in a garden setting,100672984,Roberto,,South of Market,37.77378,-122.42044,Entire home/apt,182,2,95,10/28/2021,2.39,3,110,46,STR-0004922
17288739,Luxurious 2Br 2Ba Victorian home + private garden,40536296,Mustapha,,Haight Ashbury,37.77279,-122.44024,Entire home/apt,632,3,10,8/13/2021,0.21,1,349,7,Pending Application
17301795,"Beautiful Apt, Modern Kitchen, King Bed & Parking!",7179228,Jonathan,,Inner Richmond,37.77794,-122.45637,Entire home/apt,166,30,81,9/11/2021,1.48,2,31,3,1175583-01-181
